J1,PO1,PD1,UTC_2021,UTC_1970,ToD,Google_DepTime,car_freeflow_TravelTime_sec,car_InTraffic_TravelTime_sec,car_distance_m,car_mode,car_status,PT_TravelTime_sec,PT_distance_m,PT_mode,PT_status,Walk_TravelTime_sec,Walk_distance_m,Walk_mode,Walk_status,Bicycle_TravelTime_sec,Bicycle_Distance_m,Bicycle_mode,Bicycle_status,gh_car_sec,gh_pt_sec,gh_foot_sec,gh_bike_sec
96,EH64QF,EH64QR,3/10/21 15:45,1/1/70 0:00,3:45:00 PM,1615391100,183,200,1079,driving,OK,423,572,transit,OK,423,572,walking,OK,109,599,bicycling,OK,111,567,567,217
97,ZE10PJ,ZE10HJ,3/10/21 20:00,1/1/70 0:00,8:00:00 PM,1615406400,192,198,1091,driving,OK,728,963,transit,OK,728,963,walking,OK,284,963,bicycling,OK,82,530,530,147
98,PH263HU,PH263LD,3/10/21 20:00,1/1/70 0:00,8:00:00 PM,1615406400,253,254,1628,driving,OK,972,1288,transit,OK,972,1288,walking,OK,320,1293,bicycling,OK,116,917,940,265
99,TD99HS,TD98DF,3/10/21 16:30,1/1/70 0:00,4:30:00 PM,1615393800,412,408,3145,driving,OK,1086,4350,transit,OK,1634,2047,walking,OK,659,2427,bicycling,OK,299,1470,1539,502
13189,TD99HS,TD98DF,4/22/21 16:30,1/1/70 0:00,4:30:00 PM,1619112600,388,369,3080,driving,OK,1152,2143,transit,OK,1635,2049,walking,OK,623,2369,bicycling,OK,299,1470,1539,502
100,ZE29TF,ZE29TF,3/10/21 20:00,1/1/70 0:00,8:00:00 PM,1615406400,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
8581,ZE29TF,ZE29TF,4/12/21 18:50,1/1/70 0:00,6:50:00 PM,1618257000,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
11716,ZE29TF,ZE29TF,4/22/21 20:45,1/1/70 0:00,8:45:00 PM,1619127900,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
14949,ZE29TF,ZE29TF,4/23/21 21:00,1/1/70 0:00,9:00:00 PM,1619215200,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
101,EH44DX,EH13DG,3/10/21 15:10,1/1/70 0:00,3:10:00 PM,1615389000,1249,1313,7236,driving,OK,2143,5809,transit,OK,4395,5749,walking,OK,1678,6766,bicycling,OK,646,1728,4434,1254
102,G781TB,G781QT,3/10/21 8:10,1/1/70 0:00,8:10:00 AM,1615363800,330,302,1807,driving,OK,669,1794,transit,OK,1279,1661,walking,OK,461,1661,bicycling,OK,140,1137,1137,341
103,G717BP,G716QZ,3/10/21 21:00,1/1/70 0:00,9:00:00 PM,1615410000,241,261,2434,driving,OK,1270,1590,transit,OK,1270,1590,walking,OK,531,1646,bicycling,OK,139,1140,1175,324
104,ML15BZ,G715PR,3/10/21 11:00,1/1/70 0:00,11:00:00 AM,1615374000,932,926,13486,driving,OK,4169,18290,transit,OK,7484,10217,walking,OK,1884,10580,bicycling,OK,647,3640,7901,2312
105,KY128QS,KY127QA,3/10/21 9:10,1/1/70 0:00,9:10:00 AM,1615367400,801,793,7625,driving,OK,1080,5615,transit,OK,3858,5016,walking,OK,1345,5046,bicycling,OK,435,1005,3853,1178
106,IV301ST,IV327DZ,3/10/21 8:40,1/1/70 0:00,8:40:00 AM,1615365600,1233,1235,16551,driving,OK,3728,17018,transit,OK,12010,16130,walking,OK,3280,17277,bicycling,OK,891,2642,12265,3510
107,EH39GL,TD145NS,3/10/21 16:00,1/1/70 0:00,4:00:00 PM,1615392000,4142,4230,75272,driving,OK,6709,117933,transit,OK,52754,71519,walking,OK,15840,79016,bicycling,OK,3385,9546,56656,16325
1654,EH39GL,TD145NS,3/23/21 16:00,1/1/70 0:00,4:00:00 PM,1616515200,4114,4206,75287,driving,OK,6752,117880,transit,OK,52754,71519,walking,OK,15843,79016,bicycling,OK,3385,9546,56656,16325
16872,EH39GL,TD145NS,8/4/21 16:00,1/1/70 0:00,4:00:00 PM,1628096400,3998,4025,75734,driving,OK,6540,112299,transit,OK,52751,71577,walking,OK,15713,78786,bicycling,OK,3385,9546,56656,16325
108,G745NY,G742BT,3/10/21 12:40,1/1/70 0:00,12:40:00 PM,1615380000,445,440,4868,driving,OK,1546,6823,transit,OK,3236,4342,walking,OK,977,4384,bicycling,OK,310,2162,3219,1082
109,ML27DD,ML12NB,3/10/21 8:10,1/1/70 0:00,8:10:00 AM,1615363800,491,493,4240,driving,OK,1167,5253,transit,OK,3083,4238,walking,OK,762,4240,bicycling,OK,358,1142,3626,1017
110,AB392BD,AB392BL,3/10/21 11:30,1/1/70 0:00,11:30:00 AM,1615375800,149,163,325,driving,OK,254,323,transit,OK,254,323,walking,OK,119,323,bicycling,OK,32,233,234,91
111,DD111JN,DD111UT,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,89,94,557,driving,OK,420,537,transit,OK,420,537,walking,OK,136,557,bicycling,OK,76,591,632,171
112,EH209QY,EH269BG,3/10/21 10:00,1/1/70 0:00,10:00:00 AM,1615370400,948,973,8807,driving,OK,1530,9437,transit,OK,6183,8194,walking,OK,1728,8412,bicycling,OK,604,1547,6366,1769
113,PA153DX,PA12BH,3/10/21 7:00,1/1/70 0:00,7:00:00 AM,1615359600,1655,1605,23598,driving,OK,3653,31615,transit,OK,16547,22757,walking,OK,4806,23440,bicycling,OK,1224,4635,16703,4727
114,KW151BH,KW151EU,3/10/21 14:35,1/1/70 0:00,2:35:00 PM,1615386900,119,119,514,driving,OK,414,514,transit,OK,414,514,walking,OK,206,514,bicycling,OK,75,465,465,141
115,EH151ED,EH268HW,3/10/21 17:00,1/1/70 0:00,5:00:00 PM,1615395600,1775,1879,26179,driving,OK,5186,20663,transit,OK,14024,18208,walking,OK,4384,19346,bicycling,OK,1251,3352,14133,3883
116,G428SU,G428SU,3/10/21 14:30,1/1/70 0:00,2:30:00 PM,1615386600,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
7551,G428SU,G428SU,3/23/21 11:30,1/1/70 0:00,11:30:00 AM,1616499000,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
117,EH145HE,EH147AQ,3/10/21 8:35,1/1/70 0:00,8:35:00 AM,1615365300,440,439,3431,driving,OK,817,3531,transit,OK,2606,3431,walking,OK,908,3670,bicycling,OK,322,813,2739,848
118,KY120ED,KY120PD,3/10/21 13:30,1/1/70 0:00,1:30:00 PM,1615383000,262,288,2291,driving,OK,946,2296,transit,OK,1376,1903,walking,OK,367,1906,bicycling,OK,226,820,1395,508
119,FK39JH,FK11LW,3/10/21 18:30,1/1/70 0:00,6:30:00 PM,1615401000,695,655,5459,driving,OK,1714,6611,transit,OK,3770,4965,walking,OK,1061,4968,bicycling,OK,427,2278,3947,1305
120,ZE10PX,ZE29LR,3/10/21 18:50,1/1/70 0:00,6:50:00 PM,1615402200,848,867,15486,driving,OK,1902,16436,transit,OK,10336,13226,walking,OK,3897,15827,bicycling,OK,864,1737,10813,3000
121,KA67BA,KA182AY,3/10/21 7:30,1/1/70 0:00,7:30:00 AM,1615361400,986,999,14598,driving,OK,1898,15396,transit,OK,10511,14168,walking,OK,3019,14165,bicycling,OK,846,1737,11123,3044
122,KW151GE,KW151FU,3/10/21 17:00,1/1/70 0:00,5:00:00 PM,1615395600,348,329,2726,driving,OK,1635,7214,transit,OK,2043,2681,walking,OK,696,2681,bicycling,OK,227,1561,1829,539
123,G349DT,G333LW,3/10/21 16:00,1/1/70 0:00,4:00:00 PM,1615392000,530,544,3164,driving,OK,815,5083,transit,OK,2175,2867,walking,OK,653,2917,bicycling,OK,188,817,2079,658
124,IV11LG,IV361DL,3/10/21 14:45,1/1/70 0:00,2:45:00 PM,1615387500,2525,2569,42483,driving,OK,4462,43043,transit,OK,30854,42137,walking,OK,8486,46365,bicycling,OK,2099,4194,34871,11884
125,ML41DT,ML36BF,3/10/21 11:00,1/1/70 0:00,11:00:00 AM,1615374000,788,798,7685,driving,OK,2712,7975,transit,OK,4849,6715,walking,OK,1345,6754,bicycling,OK,552,2535,4955,1610
126,ZE29NB,ZE29NB,3/10/21 11:15,1/1/70 0:00,11:15:00 AM,1615374900,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
4792,ZE29NB,ZE29NB,3/23/21 14:05,1/1/70 0:00,2:05:00 PM,1616508300,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
7029,ZE29NB,ZE29NB,3/23/21 18:30,1/1/70 0:00,6:30:00 PM,1616524200,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
8850,ZE29NB,ZE29NB,4/12/21 12:20,1/1/70 0:00,12:20:00 PM,1618233600,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
9797,ZE29NB,ZE29NB,4/12/21 14:00,1/1/70 0:00,2:00:00 PM,1618239600,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
15865,ZE29NB,ZE29NB,4/23/21 19:00,1/1/70 0:00,7:00:00 PM,1619208000,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
127,G611DN,G12LS,3/10/21 8:00,1/1/70 0:00,8:00:00 AM,1615363200,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,569,1348,5865,1737
128,EH87NR,EH87LU,3/10/21 8:30,1/1/70 0:00,8:30:00 AM,1615365000,133,133,556,driving,OK,462,556,transit,OK,462,556,walking,OK,186,556,bicycling,OK,65,395,395,109
129,DD25LH,PH20TH,3/10/21 8:00,1/1/70 0:00,8:00:00 AM,1615363200,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,1590,5419,20308,7068
130,ML117QP,ML39EJ,3/10/21 17:45,1/1/70 0:00,5:45:00 PM,1615398300,2055,2052,26899,driving,OK,6056,32727,transit,OK,19264,25986,walking,OK,5632,26227,bicycling,OK,1565,4309,21381,5858
131,G349DT,G212LR,3/10/21 15:30,1/1/70 0:00,3:30:00 PM,1615390200,763,797,7966,driving,OK,2141,10109,transit,OK,5682,7567,walking,OK,1592,7778,bicycling,OK,460,2051,5867,1687
132,G745DJ,G759FQ,3/10/21 17:15,1/1/70 0:00,5:15:00 PM,1615396500,532,522,4552,driving,OK,1966,6031,transit,OK,3285,4185,walking,OK,1294,5461,bicycling,OK,340,1182,2750,817
133,G830RP,G838SN,3/10/21 18:00,1/1/70 0:00,6:00:00 PM,1615399200,106,106,478,driving,OK,352,478,transit,OK,352,478,walking,OK,110,478,bicycling,OK,51,380,380,105
134,EH76HS,EH129EB,3/10/21 13:30,1/1/70 0:00,1:30:00 PM,1615383000,1948,2080,25373,driving,OK,3196,12417,transit,OK,8413,11162,walking,OK,2577,11992,bicycling,OK,1074,2533,8183,2336
135,G58BE,PA67DA,3/10/21 18:00,1/1/70 0:00,6:00:00 PM,1615399200,1265,1273,21475,driving,OK,3855,22865,transit,OK,14346,19189,walking,OK,4310,21122,bicycling,OK,977,3356,15489,4691
136,AB315TZ,AB315YP,3/10/21 9:30,1/1/70 0:00,9:30:00 AM,1615368600,214,218,1142,driving,OK,600,1408,transit,OK,833,1142,walking,OK,239,1126,bicycling,OK,103,693,693,227
137,HS12SD,HS29DZ,3/10/21 18:00,1/1/70 0:00,6:00:00 PM,1615399200,1550,1529,22407,driving,OK,7068,59124,transit,OK,16206,22179,walking,OK,4262,22466,bicycling,OK,1579,5026,17781,5054
138,KY168PJ,KY168TG,3/10/21 16:00,1/1/70 0:00,4:00:00 PM,1615392000,886,935,12051,driving,OK,2362,13106,transit,OK,8757,11956,walking,OK,2315,12211,bicycling,OK,652,2543,9049,2401
139,AB326JL,AB326JH,3/10/21 10:45,1/1/70 0:00,10:45:00 AM,1615373100,256,270,1688,driving,OK,939,1248,transit,OK,939,1248,walking,OK,298,1297,bicycling,OK,154,784,817,270
140,HS20LS,HS20EL,3/10/21 8:05,1/1/70 0:00,8:05:00 AM,1615363500,961,965,11974,driving,OK,4913,16733,transit,OK,8779,11919,walking,OK,2394,11974,bicycling,OK,666,2894,7480,2106
141,G431LY,G314BH,3/10/21 10:00,1/1/70 0:00,10:00:00 AM,1615370400,1067,1052,13256,driving,OK,3297,10164,transit,OK,5873,7796,walking,OK,1803,8366,bicycling,OK,636,2495,5791,1708
142,KY63QW,KY75QB,3/10/21 18:00,1/1/70 0:00,6:00:00 PM,1615399200,167,177,1975,driving,OK,1127,3003,transit,OK,1414,1972,walking,OK,348,1975,bicycling,OK,225,1083,1909,611
143,KW163NP,KW163NP,3/10/21 16:30,1/1/70 0:00,4:30:00 PM,1615393800,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
217,KW163NP,KW163NP,3/10/21 17:30,1/1/70 0:00,5:30:00 PM,1615397400,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
144,KY40LJ,FK81QZ,3/10/21 10:50,1/1/70 0:00,10:50:00 AM,1615373400,2397,2480,42186,driving,OK,7665,53122,transit,OK,28003,38594,walking,OK,9006,45956,bicycling,OK,1977,7870,32038,9254
145,PA200HR,PA200HH,3/10/21 11:00,1/1/70 0:00,11:00:00 AM,1615374000,45,44,189,driving,OK,152,189,transit,OK,152,189,walking,OK,54,189,bicycling,OK,17,121,121,33
146,EH42XU,EH64DQ,3/10/21 20:00,1/1/70 0:00,8:00:00 PM,1615406400,677,606,4146,driving,OK,1434,4287,transit,OK,2728,3766,walking,OK,886,4485,bicycling,OK,418,1712,2870,838
147,G21EG,ML66QD,3/10/21 17:00,1/1/70 0:00,5:00:00 PM,1615395600,1623,1703,20318,driving,OK,3111,21935,transit,OK,14857,19478,walking,OK,4742,20864,bicycling,OK,1236,4272,14847,4174
1754,G21EG,ML66QD,3/23/21 17:00,1/1/70 0:00,5:00:00 PM,1616518800,1611,1684,20318,driving,OK,3111,21935,transit,OK,14857,19478,walking,OK,4697,20931,bicycling,OK,1236,4272,14847,4174
11194,G21EG,ML66QD,4/22/21 17:00,1/1/70 0:00,5:00:00 PM,1619114400,1610,1575,20303,driving,OK,3641,31440,transit,OK,14845,19464,walking,OK,4694,20917,bicycling,OK,1236,4272,14847,4174
12409,G21EG,ML66QD,4/22/21 17:00,1/1/70 0:00,5:00:00 PM,1619114400,1610,1580,20303,driving,OK,3641,31440,transit,OK,14845,19464,walking,OK,4694,20917,bicycling,OK,1236,4272,14847,4174
16954,G21EG,ML66QD,8/4/21 17:00,1/1/70 0:00,5:00:00 PM,1628100000,1566,1531,26498,driving,OK,3642,31440,transit,OK,14848,19464,walking,OK,4646,20893,bicycling,OK,1236,4272,14847,4174
148,KA308ES,KA308ER,3/10/21 7:40,1/1/70 0:00,7:40:00 AM,1615362000,80,78,458,driving,OK,337,458,transit,OK,337,458,walking,OK,85,575,bicycling,OK,41,340,340,94
149,EH144AS,EH467HB,3/10/21 16:30,1/1/70 0:00,4:30:00 PM,1615393800,1970,1986,30308,driving,OK,5761,32921,transit,OK,18961,24849,walking,OK,6127,25176,bicycling,OK,1587,5285,15654,6667
150,PA27BQ,PA13BL,3/10/21 16:45,1/1/70 0:00,4:45:00 PM,1615394700,309,318,2945,driving,OK,1473,3068,transit,OK,2062,2741,walking,OK,913,4627,bicycling,OK,230,1378,1992,554
12917,PA27BQ,PA13BL,4/22/21 8:40,1/1/70 0:00,8:40:00 AM,1619084400,295,303,2879,driving,OK,1479,2888,transit,OK,2014,2675,walking,OK,605,2698,bicycling,OK,230,1378,1992,554
151,EH403EL,EH22AN,3/10/21 14:00,1/1/70 0:00,2:00:00 PM,1615384800,2382,2444,37441,driving,OK,3529,36311,transit,OK,26362,35528,walking,OK,8396,41947,bicycling,OK,1809,3361,27998,8840
152,DD53UG,DD54HB,3/10/21 16:45,1/1/70 0:00,4:45:00 PM,1615394700,481,475,4890,driving,OK,3449,4890,transit,OK,3449,4890,walking,OK,876,4890,bicycling,OK,505,3550,3550,1096
153,EH44GR,EH44GR,3/10/21 21:00,1/1/70 0:00,9:00:00 PM,1615410000,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
2509,EH44GR,EH44GR,3/23/21 15:45,1/1/70 0:00,3:45:00 PM,1616514300,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
10861,EH44GR,EH44GR,4/12/21 16:30,1/1/70 0:00,4:30:00 PM,1618248600,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
14147,EH44GR,EH44GR,4/23/21 16:10,1/1/70 0:00,4:10:00 PM,1619197800,0,0,0,driving,OK,0,0,transit,OK,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
17921,EH44GR,EH44GR,8/4/21 6:45,1/1/70 0:00,6:45:00 AM,1628063100,0,0,0,driving,OK,0,0,transit,ZERO_RESULTS,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
18153,EH44GR,EH44GR,8/5/21 6:00,1/1/70 0:00,6:00:00 AM,1628146800,0,0,0,driving,OK,0,0,transit,ZERO_RESULTS,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
18280,EH44GR,EH44GR,8/5/21 5:30,1/1/70 0:00,5:30:00 AM,1628145000,0,0,0,driving,OK,0,0,transit,ZERO_RESULTS,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
18670,EH44GR,EH44GR,8/5/21 21:40,1/1/70 0:00,9:40:00 PM,1628203200,0,0,0,driving,OK,0,0,transit,ZERO_RESULTS,0,0,walking,OK,0,0,bicycling,OK,0,0,0,0
154,AB166WE,AB115PF,3/10/21 12:30,1/1/70 0:00,12:30:00 PM,1615379400,989,1123,6844,driving,OK,2785,8985,transit,OK,4430,6186,walking,OK,1279,6881,bicycling,OK,584,2349,4811,1584
155,KA35AY,G760LH,3/10/21 11:30,1/1/70 0:00,11:30:00 AM,1615375800,1348,1383,21941,driving,OK,6199,47830,transit,OK,14636,19666,walking,OK,4300,19721,bicycling,OK,1009,6387,14116,4090
156,G662BP,G661DT,3/10/21 8:30,1/1/70 0:00,8:30:00 AM,1615365000,340,336,2207,driving,OK,1176,1594,transit,OK,1176,1594,walking,OK,303,1594,bicycling,OK,205,994,994,320
157,PH11LZ,PH11NA,3/10/21 15:00,1/1/70 0:00,3:00:00 PM,1615388400,42,42,373,driving,OK,275,361,transit,OK,275,361,walking,OK,91,373,bicycling,OK,24,221,221,61
15239,PH11LZ,PH11NA,4/23/21 9:00,1/1/70 0:00,9:00:00 AM,1619172000,36,36,318,driving,OK,235,305,transit,OK,235,305,walking,OK,82,318,bicycling,OK,24,221,221,61
158,EH41AW,EH43DX,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,263,269,1850,driving,OK,1146,1862,transit,OK,1229,1491,walking,OK,541,1850,bicycling,OK,216,1012,1083,361
159,G128DQ,G23DE,3/10/21 12:00,1/1/70 0:00,12:00:00 PM,1615377600,588,568,2924,driving,OK,1142,3391,transit,OK,2168,2901,walking,OK,690,3021,bicycling,OK,261,946,2115,650
160,FK125JT,FK101LJ,3/10/21 18:30,1/1/70 0:00,6:30:00 PM,1615401000,658,637,6017,driving,OK,1883,9951,transit,OK,4220,5685,walking,OK,1565,7406,bicycling,OK,392,4025,4512,1395
161,EH217AA,EH125RX,3/10/21 12:30,1/1/70 0:00,12:30:00 PM,1615379400,1955,2083,25973,driving,OK,3705,14671,transit,OK,10509,14013,walking,OK,3024,14468,bicycling,OK,1329,3269,10575,2792
162,FIRTHSCO,FK150FR,3/10/21 19:15,1/1/70 0:00,7:15:00 PM,1615403700,10553,10685,239497,driving,OK,0,0,transit,ZERO_RESULTS,147253,196197,walking,OK,49162,253630,bicycling,OK,,,,
163,EH151ED,EH93BZ,3/10/21 18:20,1/1/70 0:00,6:20:00 PM,1615400400,1119,1071,7217,driving,OK,1904,7641,transit,OK,5183,6671,walking,OK,1917,8228,bicycling,OK,656,2330,5164,1509
164,G672TF,G668HQ,3/10/21 7:00,1/1/70 0:00,7:00:00 AM,1615359600,1244,1226,16285,driving,OK,3701,23495,transit,OK,11223,15158,walking,OK,3773,18670,bicycling,OK,944,3273,11539,3728
165,KY118EX,KY118GY,3/10/21 11:30,1/1/70 0:00,11:30:00 AM,1615375800,420,396,2649,driving,OK,1481,2552,transit,OK,1821,2536,walking,OK,483,2649,bicycling,OK,236,1314,1804,525
166,IV304AF,IV306DS,3/10/21 14:00,1/1/70 0:00,2:00:00 PM,1615384800,328,336,2810,driving,OK,1955,2547,transit,OK,1955,2547,walking,OK,571,2703,bicycling,OK,219,1812,1973,517
167,EH193DG,EH66LL,3/10/21 8:15,1/1/70 0:00,8:15:00 AM,1615364100,1522,1583,17376,driving,OK,3878,16270,transit,OK,10779,14472,walking,OK,3318,17315,bicycling,OK,1007,3877,10988,3291
168,G117QY,G38AZ,3/10/21 9:45,1/1/70 0:00,9:45:00 AM,1615369500,456,434,4467,driving,OK,1218,3935,transit,OK,2962,3923,walking,OK,935,4411,bicycling,OK,225,1547,3065,901
169,AB210PH,AB210PX,3/10/21 14:30,1/1/70 0:00,2:30:00 PM,1615386600,404,407,4659,driving,OK,2609,3509,transit,OK,2609,3509,walking,OK,710,3509,bicycling,OK,285,2599,2777,840
170,EH68HD,EH76HH,3/10/21 16:30,1/1/70 0:00,4:30:00 PM,1615393800,173,204,1044,driving,OK,761,997,transit,OK,761,997,walking,OK,214,1044,bicycling,OK,135,748,768,242
171,AB326WP,AB115RG,3/10/21 14:00,1/1/70 0:00,2:00:00 PM,1615384800,1312,1387,13060,driving,OK,2691,14647,transit,OK,9055,12518,walking,OK,2440,13103,bicycling,OK,929,2336,9414,2672
172,KA107JH,KA106NG,3/10/21 13:00,1/1/70 0:00,1:00:00 PM,1615381200,302,329,3034,driving,OK,1104,3154,transit,OK,1853,2538,walking,OK,494,2745,bicycling,OK,258,1728,1728,581
173,FIRTHSCO,FIRTHSC,3/10/21 17:30,1/1/70 0:00,5:30:00 PM,1615397400,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
462,FIRTHSCO,FIRTHSC,3/10/21 16:00,1/1/70 0:00,4:00:00 PM,1615392000,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
626,FIRTHSCO,FIRTHSC,3/10/21 14:45,1/1/70 0:00,2:45:00 PM,1615387500,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
1550,FIRTHSCO,FIRTHSC,3/23/21 13:00,1/1/70 0:00,1:00:00 PM,1616504400,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
1982,FIRTHSCO,FIRTHSC,3/23/21 8:00,1/1/70 0:00,8:00:00 AM,1616486400,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
2353,FIRTHSCO,FIRTHSC,3/23/21 7:00,1/1/70 0:00,7:00:00 AM,1616482800,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
3915,FIRTHSCO,FIRTHSC,3/23/21 10:20,1/1/70 0:00,10:20:00 AM,1616494800,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
4839,FIRTHSCO,FIRTHSC,3/23/21 16:00,1/1/70 0:00,4:00:00 PM,1616515200,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
6060,FIRTHSCO,FIRTHSC,3/23/21 15:30,1/1/70 0:00,3:30:00 PM,1616513400,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
8024,FIRTHSCO,FIRTHSC,4/12/21 16:00,1/1/70 0:00,4:00:00 PM,1618246800,32947,33927,839368,driving,OK,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
8705,FIRTHSCO,FIRTHSC,4/12/21 15:30,1/1/70 0:00,3:30:00 PM,1618245000,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
9015,FIRTHSCO,FIRTHSC,4/12/21 7:30,1/1/70 0:00,7:30:00 AM,1618216200,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
9976,FIRTHSCO,FIRTHSC,4/12/21 18:00,1/1/70 0:00,6:00:00 PM,1618254000,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
10053,FIRTHSCO,FIRTHSC,4/12/21 8:00,1/1/70 0:00,8:00:00 AM,1618218000,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
12745,FIRTHSCO,FIRTHSC,4/22/21 14:00,1/1/70 0:00,2:00:00 PM,1619103600,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
13654,FIRTHSCO,FIRTHSC,4/22/21 16:00,1/1/70 0:00,4:00:00 PM,1619110800,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
14277,FIRTHSCO,FIRTHSC,4/23/21 9:00,1/1/70 0:00,9:00:00 AM,1619172000,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
14537,FIRTHSCO,FIRTHSC,4/23/21 17:30,1/1/70 0:00,5:30:00 PM,1619202600,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
15744,FIRTHSCO,FIRTHSC,4/23/21 11:00,1/1/70 0:00,11:00:00 AM,1619179200,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
18078,FIRTHSCO,FIRTHSC,8/5/21 6:30,1/1/70 0:00,6:30:00 AM,1628148600,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
18412,FIRTHSCO,FIRTHSC,8/5/21 3:10,1/1/70 0:00,3:10:00 AM,1628136600,0,0,0,driving,NOT_FOUND,0,0,transit,NOT_FOUND,0,0,walking,NOT_FOUND,0,0,bicycling,NOT_FOUND,,,,
